Identificador,Fecha,Estado,Tipo,Cuenta,Beneficiario,Categoría,Importe,Divisa,Número,Notas
45272,15/05/2024,R,Transfer,Goldman Sachs Global Social Impact Equit,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45272,
45274,15/05/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45274,
45276,15/05/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45276,
45278,15/05/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45278,
45290,26/04/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,800.00,EUR,#45290,
45307,10/05/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,100.00,EUR,#45307,
45344,03/04/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,300.00,EUR,#45344,
45369,01/05/2024,R,Deposit,ING 4448 (Ahorros),Ing Direct,Inversión:Ganancia Inversion Cuenta Ahorro,0.00,EUR,,
45434,18/05/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#45434,
45442,17/05/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#45442,
45450,15/05/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#45450,
45648,25/04/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#45648,
45738,06/07/2024,R,Transfer,Derramas,ING 4448 (Ahorros),Transferencias,10.00,EUR,#45738,
45739,06/07/2024,R,Transfer,Viajes,ING 4448 (Ahorros),Transferencias,166.66,EUR,#45739,
45740,06/07/2024,R,Transfer,Seguro Kona,ING 4448 (Ahorros),Transferencias,27.50,EUR,#45740,
45741,06/07/2024,R,Transfer,Seguro Hogar,ING 4448 (Ahorros),Transferencias,20.00,EUR,#45741,
45742,06/07/2024,R,Transfer,Seguro Corsa,ING 4448 (Ahorros),Transferencias,23.33,EUR,#45742,
45743,06/07/2024,R,Transfer,Rodaje Corsa,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45743,
45744,06/07/2024,R,Transfer,Rodaje Kona,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45744,
45745,06/07/2024,R,Transfer,Reyes,ING 4448 (Ahorros),Transferencias,150.00,EUR,#45745,
45746,06/07/2024,R,Transfer,Reparaciones Casa,ING 4448 (Ahorros),Transferencias,30.00,EUR,#45746,
45747,06/07/2024,R,Transfer,Reparaciones Coche,ING 4448 (Ahorros),Transferencias,30.00,EUR,#45747,
45748,06/07/2024,R,Transfer,Medicos Con. Ext.,ING 4448 (Ahorros),Transferencias,42.00,EUR,#45748,
45749,06/07/2024,R,Transfer,Matricula Colegio,ING 4448 (Ahorros),Transferencias,50.00,EUR,#45749,
45750,06/07/2024,R,Transfer,ITV Coches,ING 4448 (Ahorros),Transferencias,4.00,EUR,#45750,
45751,06/07/2024,R,Transfer,IBI y Basura,ING 4448 (Ahorros),Transferencias,23.49,EUR,#45751,
45752,06/07/2024,R,Transfer,Cumpleaños Ale,ING 4448 (Ahorros),Transferencias,35.00,EUR,#45752,
45753,06/07/2024,R,Transfer,Cumpleaños Amy,ING 4448 (Ahorros),Transferencias,35.00,EUR,#45753,
45754,06/07/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#45754,
45755,06/07/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#45755,
45756,06/07/2024,R,Transfer,Cloud Microsoft,ING 4448 (Ahorros),Transferencias,5.83,EUR,#45756,
45757,06/07/2024,R,Transfer,Norton,ING 4448 (Ahorros),Transferencias,2.79,EUR,#45757,
45759,06/06/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#45759,
45760,06/06/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#45760,
45860,01/01/2024,R,Transfer,Bancos Anteriores,ING 4448 (Ahorros),Transferencias,670.60,EUR,#45860,
45874,01/06/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45874,
45875,01/06/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45875,
45876,01/06/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45876,
45877,15/06/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45877,
45878,15/06/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45878,
45879,15/06/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45879,
45880,01/07/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45880,
45881,01/07/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45881,
45882,01/07/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#45882,
45906,21/05/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,250.00,EUR,#45906,
45938,25/05/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,600.00,EUR,#45938,
45939,06/06/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,150.00,EUR,#45939,
45940,02/06/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,200.00,EUR,#45940,
45942,14/06/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,100.00,EUR,#45942,
45945,10/07/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,200.00,EUR,#45945,
45946,08/07/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,300.00,EUR,#45946,
45978,07/07/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,800.00,EUR,#45978,
46019,25/06/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,800.00,EUR,#46019,
46020,25/06/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#46020,
46032,21/06/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#46032,
46135,23/05/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transporte,150.00,EUR,#46135,
46168,01/07/2024,R,Deposit,ING 4448 (Ahorros),Ing Direct,Inversión:Ganancia Inversion Cuenta Ahorro,0.00,EUR,,
46169,01/06/2024,R,Deposit,ING 4448 (Ahorros),Ing Direct,Inversión:Ganancia Inversion Cuenta Ahorro,0.00,EUR,,
46170,15/06/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46170,
46171,01/06/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46171,
46172,15/06/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46172,
46173,01/06/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46173,
46174,01/06/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46174,
46175,15/06/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46175,
46176,15/06/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46176,
46177,01/06/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46177,
46178,01/07/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46178,
46179,01/07/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46179,
46180,01/07/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46180,
46181,01/07/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46181,
46211,15/07/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46211,
46212,15/07/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46212,
46213,15/07/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46213,
46214,15/07/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46214,
46215,15/07/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46215,
46216,15/07/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46216,
46217,15/07/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46217,
46313,01/08/2024,R,Transfer,Norton,ING 4448 (Ahorros),Transferencias,2.79,EUR,#46313,
46314,01/08/2024,R,Transfer,Cloud Microsoft,ING 4448 (Ahorros),Transferencias,5.83,EUR,#46314,
46315,01/08/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46315,
46316,01/08/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46316,
46317,01/08/2024,R,Transfer,Cumpleaños Amy,ING 4448 (Ahorros),Transferencias,35.00,EUR,#46317,
46318,01/08/2024,R,Transfer,Cumpleaños Ale,ING 4448 (Ahorros),Transferencias,35.00,EUR,#46318,
46319,01/08/2024,R,Transfer,IBI y Basura,ING 4448 (Ahorros),Transferencias,23.49,EUR,#46319,
46320,01/08/2024,R,Transfer,ITV Coches,ING 4448 (Ahorros),Transferencias,4.00,EUR,#46320,
46321,01/08/2024,R,Transfer,Matricula Colegio,ING 4448 (Ahorros),Transferencias,50.00,EUR,#46321,
46322,01/08/2024,R,Transfer,Medicos Con. Ext.,ING 4448 (Ahorros),Transferencias,42.00,EUR,#46322,
46323,01/08/2024,R,Transfer,Reparaciones Coche,ING 4448 (Ahorros),Transferencias,30.00,EUR,#46323,
46324,01/08/2024,R,Transfer,Reparaciones Casa,ING 4448 (Ahorros),Transferencias,30.00,EUR,#46324,
46325,01/08/2024,R,Transfer,Reyes,ING 4448 (Ahorros),Transferencias,150.00,EUR,#46325,
46326,01/08/2024,R,Transfer,Rodaje Kona,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46326,
46327,01/08/2024,R,Transfer,Rodaje Corsa,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46327,
46328,01/08/2024,R,Transfer,Seguro Corsa,ING 4448 (Ahorros),Transferencias,23.33,EUR,#46328,
46329,01/08/2024,R,Transfer,Seguro Hogar,ING 4448 (Ahorros),Transferencias,20.00,EUR,#46329,
46330,01/08/2024,R,Transfer,Seguro Kona,ING 4448 (Ahorros),Transferencias,27.50,EUR,#46330,
46331,01/08/2024,R,Transfer,Viajes,ING 4448 (Ahorros),Transferencias,166.66,EUR,#46331,
46332,01/08/2024,R,Transfer,Derramas,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46332,
46333,01/08/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46333,
46334,01/08/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46334,
46335,01/08/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46335,
46337,01/08/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46337,
46338,01/08/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46338,
46339,01/08/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46339,
46340,01/08/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46340,
46437,01/08/2024,R,Deposit,ING 4448 (Ahorros),Ing Direct,Inversión:Ganancia Inversion Cuenta Ahorro,0.00,EUR,,
46438,12/08/2024,R,Deposit,ING 4448 (Ahorros),Desconocido,Regularización Cuenta,0.00,EUR,,
46472,15/08/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46472,
46473,15/08/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46473,
46474,15/08/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46474,
46475,15/08/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46475,
46476,15/08/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46476,
46477,15/08/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46477,
46478,15/08/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46478,
46485,01/09/2024,R,Transfer,Norton,ING 4448 (Ahorros),Transferencias,2.79,EUR,#46485,
46486,01/09/2024,R,Transfer,Cloud Microsoft,ING 4448 (Ahorros),Transferencias,5.83,EUR,#46486,
46487,01/09/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46487,
46488,01/09/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46488,
46489,01/09/2024,R,Transfer,Cumpleaños Amy,ING 4448 (Ahorros),Transferencias,35.00,EUR,#46489,
46490,01/09/2024,R,Transfer,Cumpleaños Ale,ING 4448 (Ahorros),Transferencias,35.00,EUR,#46490,
46491,01/09/2024,R,Transfer,IBI y Basura,ING 4448 (Ahorros),Transferencias,23.49,EUR,#46491,
46492,01/09/2024,R,Transfer,ITV Coches,ING 4448 (Ahorros),Transferencias,4.00,EUR,#46492,
46493,01/09/2024,R,Transfer,Matricula Colegio,ING 4448 (Ahorros),Transferencias,50.00,EUR,#46493,
46494,01/09/2024,R,Transfer,Medicos Con. Ext.,ING 4448 (Ahorros),Transferencias,42.00,EUR,#46494,
46495,01/09/2024,R,Transfer,Reparaciones Coche,ING 4448 (Ahorros),Transferencias,30.00,EUR,#46495,
46496,01/09/2024,R,Transfer,Reparaciones Casa,ING 4448 (Ahorros),Transferencias,30.00,EUR,#46496,
46497,01/09/2024,R,Transfer,Reyes,ING 4448 (Ahorros),Transferencias,150.00,EUR,#46497,
46498,01/09/2024,R,Transfer,Rodaje Kona,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46498,
46499,01/09/2024,R,Transfer,Rodaje Corsa,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46499,
46500,01/09/2024,R,Transfer,Seguro Corsa,ING 4448 (Ahorros),Transferencias,23.33,EUR,#46500,
46501,01/09/2024,R,Transfer,Seguro Hogar,ING 4448 (Ahorros),Transferencias,20.00,EUR,#46501,
46502,01/09/2024,R,Transfer,Seguro Kona,ING 4448 (Ahorros),Transferencias,27.50,EUR,#46502,
46503,01/09/2024,R,Transfer,Viajes,ING 4448 (Ahorros),Transferencias,166.66,EUR,#46503,
46504,01/09/2024,R,Transfer,Derramas,ING 4448 (Ahorros),Transferencias,10.00,EUR,#46504,
46505,01/09/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46505,
46506,01/09/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46506,
46507,01/09/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46507,
46508,01/09/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46508,
46509,01/09/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46509,
46510,01/09/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46510,
46511,01/09/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46511,
46699,26/08/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#46699,
46706,25/08/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#46706,
46718,21/08/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#46718,
46733,17/08/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#46733,
46738,16/08/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#46738,
46832,01/09/2024,R,Deposit,ING 4448 (Ahorros),Ing Direct,Inversión:Ganancia Inversion Cuenta Ahorro,0.00,EUR,,
46857,15/09/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46857,
46858,15/09/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46858,
46859,15/09/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46859,
46860,15/09/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46860,
46861,15/09/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#46861,
46862,15/09/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#46862,
46863,15/09/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#46863,
46902,16/09/2024,R,Transfer,ING 6367 (Hipoteca),ING 4448 (Ahorros),Transferencias,0.22,EUR,#46902,
46990,14/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#46990,
47019,10/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#47019,
47068,03/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,600.00,EUR,#47068,
47073,01/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,600.00,EUR,#47073,
47076,15/09/2024,R,Transfer,Fondo Naranja NASDAQ 100,ING 4448 (Ahorros),Transferencias,3.00,EUR,#47076,
47096,01/10/2024,R,Transfer,Norton,ING 4448 (Ahorros),Transferencias,2.79,EUR,#47096,
47097,01/10/2024,R,Transfer,Cloud Microsoft,ING 4448 (Ahorros),Transferencias,5.83,EUR,#47097,
47098,01/10/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47098,
47099,01/10/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47099,
47100,01/10/2024,R,Transfer,Cumpleaños Amy,ING 4448 (Ahorros),Transferencias,35.00,EUR,#47100,
47101,01/10/2024,R,Transfer,Cumpleaños Ale,ING 4448 (Ahorros),Transferencias,35.00,EUR,#47101,
47102,01/10/2024,R,Transfer,IBI y Basura,ING 4448 (Ahorros),Transferencias,23.49,EUR,#47102,
47103,01/10/2024,R,Transfer,ITV Coches,ING 4448 (Ahorros),Transferencias,4.00,EUR,#47103,
47104,01/10/2024,R,Transfer,Matricula Colegio,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47104,
47105,01/10/2024,R,Transfer,Medicos Con. Ext.,ING 4448 (Ahorros),Transferencias,42.00,EUR,#47105,
47106,01/10/2024,R,Transfer,Reparaciones Coche,ING 4448 (Ahorros),Transferencias,30.00,EUR,#47106,
47107,01/10/2024,R,Transfer,Reparaciones Casa,ING 4448 (Ahorros),Transferencias,30.00,EUR,#47107,
47108,01/10/2024,R,Transfer,Reyes,ING 4448 (Ahorros),Transferencias,150.00,EUR,#47108,
47109,01/10/2024,R,Transfer,Rodaje Kona,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47109,
47110,01/10/2024,R,Transfer,Rodaje Corsa,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47110,
47111,01/10/2024,R,Transfer,Seguro Corsa,ING 4448 (Ahorros),Transferencias,23.33,EUR,#47111,
47112,01/10/2024,R,Transfer,Seguro Hogar,ING 4448 (Ahorros),Transferencias,20.00,EUR,#47112,
47113,01/10/2024,R,Transfer,Seguro Kona,ING 4448 (Ahorros),Transferencias,27.50,EUR,#47113,
47114,01/10/2024,R,Transfer,Viajes,ING 4448 (Ahorros),Transferencias,166.66,EUR,#47114,
47115,01/10/2024,R,Transfer,Derramas,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47115,
47116,01/10/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47116,
47117,01/10/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47117,
47118,01/10/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47118,
47119,01/10/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#47119,
47120,01/10/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#47120,
47121,01/10/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#47121,
47122,01/10/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47122,
47123,01/10/2024,R,Transfer,ING 6367 (Hipoteca),ING 4448 (Ahorros),Transferencias,166.33,EUR,#47123,
47124,01/10/2024,R,Transfer,Fondo Naranja NASDAQ 100,ING 4448 (Ahorros),Transferencias,3.00,EUR,#47124,
47151,24/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47151,
47154,24/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47154,
47157,24/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47157,
47161,22/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#47161,
47163,21/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,100.00,EUR,#47163,
47166,20/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,200.00,EUR,#47166,
47174,18/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,150.00,EUR,#47174,
47180,18/09/2024,R,Transfer,ING 2351 Principal,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47180,
47194,29/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,300.00,EUR,#47194,
47197,26/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,200.00,EUR,#47197,
47202,18/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,100.00,EUR,#47202,
47207,17/09/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47207,
47227,15/10/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47227,
47228,15/10/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47228,
47229,15/10/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47229,
47230,15/10/2024,R,Transfer,Fondo Naranja Ibex35,ING 4448 (Ahorros),Transferencias,2.00,EUR,#47230,
47231,15/10/2024,R,Transfer,ING Direct  Euro Stoxx 50,ING 4448 (Ahorros),Transferencias,2.00,EUR,#47231,
47232,15/10/2024,R,Transfer,Fondo Fidelity World ING,ING 4448 (Ahorros),Transferencias,3.00,EUR,#47232,
47233,15/10/2024,R,Transfer,ING DIRECT S&P 500,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47233,
47234,15/10/2024,R,Transfer,Fondo Naranja NASDAQ 100,ING 4448 (Ahorros),Transferencias,3.00,EUR,#47234,
47295,02/10/2024,R,Transfer,ING 0723 Pagos,ING 4448 (Ahorros),Transferencias,300.00,EUR,#47295,
47384,01/11/2024,R,Transfer,Norton,ING 4448 (Ahorros),Transferencias,2.79,EUR,#47384,
47385,01/11/2024,R,Transfer,Cloud Microsoft,ING 4448 (Ahorros),Transferencias,5.83,EUR,#47385,
47386,01/11/2024,R,Transfer,Cumpleaños Richy,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47386,
47387,01/11/2024,R,Transfer,Cumpleaños Cris,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47387,
47388,01/11/2024,R,Transfer,Cumpleaños Amy,ING 4448 (Ahorros),Transferencias,35.00,EUR,#47388,
47389,01/11/2024,R,Transfer,Cumpleaños Ale,ING 4448 (Ahorros),Transferencias,35.00,EUR,#47389,
47390,01/11/2024,R,Transfer,IBI y Basura,ING 4448 (Ahorros),Transferencias,23.49,EUR,#47390,
47391,01/11/2024,R,Transfer,ITV Coches,ING 4448 (Ahorros),Transferencias,4.00,EUR,#47391,
47392,01/11/2024,R,Transfer,Matricula Colegio,ING 4448 (Ahorros),Transferencias,50.00,EUR,#47392,
47393,01/11/2024,R,Transfer,Medicos Con. Ext.,ING 4448 (Ahorros),Transferencias,42.00,EUR,#47393,
47394,01/11/2024,R,Transfer,Reparaciones Coche,ING 4448 (Ahorros),Transferencias,30.00,EUR,#47394,
47395,01/11/2024,R,Transfer,Reparaciones Casa,ING 4448 (Ahorros),Transferencias,30.00,EUR,#47395,
47396,01/11/2024,R,Transfer,Reyes,ING 4448 (Ahorros),Transferencias,150.00,EUR,#47396,
47397,01/11/2024,R,Transfer,Rodaje Kona,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47397,
47398,01/11/2024,R,Transfer,Rodaje Corsa,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47398,
47399,01/11/2024,R,Transfer,Seguro Corsa,ING 4448 (Ahorros),Transferencias,23.33,EUR,#47399,
47400,01/11/2024,R,Transfer,Seguro Hogar,ING 4448 (Ahorros),Transferencias,20.00,EUR,#47400,
47401,01/11/2024,R,Transfer,Seguro Kona,ING 4448 (Ahorros),Transferencias,30.00,EUR,#47401,
47402,01/11/2024,R,Transfer,Viajes,ING 4448 (Ahorros),Transferencias,166.66,EUR,#47402,
47403,01/11/2024,R,Transfer,Derramas,ING 4448 (Ahorros),Transferencias,10.00,EUR,#47403,
47404,01/11/2024,R,Transfer,BGF Circular Economy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47404,
47405,01/11/2024,R,Transfer,BGF Sustainable Energy,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47405,
47406,01/11/2024,R,Transfer,Fidelity Global Technology Fund,ING 4448 (Ahorros),Transferencias,5.00,EUR,#47406,
